      step       potential         kinetic           total               T
      8664   -0.221166E+03    0.799904E+01   -0.213167E+03    0.846459E-01
      8665   -0.221174E+03    0.799663E+01   -0.213177E+03    0.846205E-01
      8666   -0.221182E+03    0.799519E+01   -0.213187E+03    0.846052E-01
      8667   -0.221192E+03    0.799473E+01   -0.213197E+03    0.846004E-01
      8668   -0.221203E+03    0.799527E+01   -0.213208E+03    0.846060E-01
      8669   -0.221215E+03    0.799681E+01   -0.213218E+03    0.846223E-01
      8670   -0.221228E+03    0.799936E+01   -0.213229E+03    0.846493E-01
      8671   -0.221243E+03    0.800292E+01   -0.213240E+03    0.846870E-01
      8672   -0.221259E+03    0.800750E+01   -0.213251E+03    0.847355E-01
      8673   -0.221276E+03    0.801310E+01   -0.213263E+03    0.847947E-01
      8674   -0.221294E+03    0.801971E+01   -0.213275E+03    0.848646E-01
      8675   -0.221314E+03    0.802732E+01   -0.213287E+03    0.849452E-01
      8676   -0.221335E+03    0.803593E+01   -0.213299E+03    0.850363E-01
      8677   -0.221357E+03    0.804551E+01   -0.213311E+03    0.851377E-01
      8678   -0.221380E+03    0.805606E+01   -0.213324E+03    0.852493E-01
      8679   -0.221404E+03    0.806756E+01   -0.213337E+03    0.853710E-01
      8680   -0.221430E+03    0.807998E+01   -0.213350E+03    0.855025E-01
      8681   -0.221456E+03    0.809331E+01   -0.213363E+03    0.856435E-01
      8682   -0.221484E+03    0.810751E+01   -0.213377E+03    0.857938E-01
      8683   -0.221513E+03    0.812256E+01   -0.213390E+03    0.859531E-01
      8684   -0.221543E+03    0.813843E+01   -0.213404E+03    0.861210E-01
      8685   -0.221574E+03    0.815509E+01   -0.213419E+03    0.862972E-01
      8686   -0.221606E+03    0.817249E+01   -0.213433E+03    0.864814E-01
      8687   -0.221638E+03    0.819061E+01   -0.213448E+03    0.866731E-01
      8688   -0.221672E+03    0.820940E+01   -0.213463E+03    0.868719E-01
      8689   -0.221707E+03    0.822882E+01   -0.213478E+03    0.870775E-01
      8690   -0.221742E+03    0.824884E+01   -0.213493E+03    0.872893E-01
      8691   -0.221778E+03    0.826940E+01   -0.213509E+03    0.875069E-01
      8692   -0.221815E+03    0.829047E+01   -0.213525E+03    0.877298E-01
      8693   -0.221853E+03    0.831199E+01   -0.213541E+03    0.879576E-01
      8694   -0.221891E+03    0.833392E+01   -0.213557E+03    0.881897E-01
      8695   -0.221930E+03    0.835621E+01   -0.213574E+03    0.884255E-01
      8696   -0.221970E+03    0.837881E+01   -0.213591E+03    0.886647E-01
      8697   -0.222009E+03    0.840167E+01   -0.213608E+03    0.889065E-01
      8698   -0.222050E+03    0.842473E+01   -0.213625E+03    0.891506E-01
      8699   -0.222091E+03    0.844795E+01   -0.213643E+03    0.893962E-01
      8700   -0.222132E+03    0.847126E+01   -0.213661E+03    0.896430E-01
      8701   -0.222173E+03    0.849463E+01   -0.213679E+03    0.898903E-01
      8702   -0.222215E+03    0.851800E+01   -0.213697E+03    0.901375E-01
      8703   -0.222257E+03    0.854131E+01   -0.213716E+03    0.903842E-01
      8704   -0.222299E+03    0.856450E+01   -0.213734E+03    0.906297E-01
      8705   -0.222341E+03    0.858754E+01   -0.213754E+03    0.908734E-01
      8706   -0.222383E+03    0.861036E+01   -0.213773E+03    0.911149E-01
      8707   -0.222426E+03    0.863292E+01   -0.213793E+03    0.913536E-01
      8708   -0.222468E+03    0.865515E+01   -0.213812E+03    0.915889E-01
      8709   -0.222510E+03    0.867702E+01   -0.213833E+03    0.918204E-01
      8710   -0.222552E+03    0.869848E+01   -0.213853E+03    0.920474E-01
      8711   -0.222593E+03    0.871946E+01   -0.213874E+03    0.922694E-01
      8712   -0.222635E+03    0.873994E+01   -0.213895E+03    0.924861E-01
      8713   -0.222676E+03    0.875985E+01   -0.213916E+03    0.926968E-01
      8714   -0.222717E+03    0.877916E+01   -0.213937E+03    0.929012E-01
      8715   -0.222757E+03    0.879783E+01   -0.213959E+03    0.930987E-01
      8716   -0.222797E+03    0.881580E+01   -0.213981E+03    0.932889E-01
      8717   -0.222836E+03    0.883305E+01   -0.214003E+03    0.934715E-01
      8718   -0.222876E+03    0.884954E+01   -0.214026E+03    0.936459E-01
      8719   -0.222914E+03    0.886522E+01   -0.214049E+03    0.938119E-01
      8720   -0.222952E+03    0.888007E+01   -0.214072E+03    0.939690E-01
      8721   -0.222989E+03    0.889405E+01   -0.214095E+03    0.941170E-01
      8722   -0.223026E+03    0.890714E+01   -0.214119E+03    0.942555E-01
      8723   -0.223062E+03    0.891930E+01   -0.214143E+03    0.943842E-01
      8724   -0.223098E+03    0.893052E+01   -0.214167E+03    0.945029E-01
      8725   -0.223133E+03    0.894077E+01   -0.214192E+03    0.946113E-01
      8726   -0.223167E+03    0.895003E+01   -0.214217E+03    0.947093E-01
      8727   -0.223200E+03    0.895829E+01   -0.214242E+03    0.947967E-01
      8728   -0.223233E+03    0.896552E+01   -0.214267E+03    0.948733E-01
      8729   -0.223265E+03    0.897173E+01   -0.214293E+03    0.949389E-01
      8730   -0.223296E+03    0.897690E+01   -0.214319E+03    0.949936E-01
      8731   -0.223326E+03    0.898102E+01   -0.214345E+03    0.950372E-01
      8732   -0.223356E+03    0.898409E+01   -0.214372E+03    0.950697E-01
      8733   -0.223385E+03    0.898611E+01   -0.214398E+03    0.950912E-01
      8734   -0.223413E+03    0.898709E+01   -0.214426E+03    0.951015E-01
      8735   -0.223440E+03    0.898703E+01   -0.214453E+03    0.951009E-01
      8736   -0.223467E+03    0.898594E+01   -0.214481E+03    0.950893E-01
      8737   -0.223493E+03    0.898382E+01   -0.214509E+03    0.950669E-01
      8738   -0.223518E+03    0.898070E+01   -0.214537E+03    0.950339E-01
      8739   -0.223542E+03    0.897659E+01   -0.214566E+03    0.949904E-01
      8740   -0.223566E+03    0.897152E+01   -0.214595E+03    0.949367E-01
      8741   -0.223589E+03    0.896549E+01   -0.214624E+03    0.948729E-01
      8742   -0.223612E+03    0.895854E+01   -0.214653E+03    0.947994E-01
      8743   -0.223634E+03    0.895070E+01   -0.214683E+03    0.947164E-01
      8744   -0.223655E+03    0.894200E+01   -0.214713E+03    0.946243E-01
      8745   -0.223676E+03    0.893246E+01   -0.214744E+03    0.945234E-01
      8746   -0.223696E+03    0.892213E+01   -0.214774E+03    0.944140E-01
      8747   -0.223716E+03    0.891104E+01   -0.214805E+03    0.942967E-01
      8748   -0.223736E+03    0.889923E+01   -0.214837E+03    0.941718E-01
      8749   -0.223755E+03    0.888675E+01   -0.214868E+03    0.940397E-01
      8750   -0.223774E+03    0.887363E+01   -0.214900E+03    0.939009E-01
      8751   -0.223792E+03    0.885994E+01   -0.214932E+03    0.937559E-01
      8752   -0.223811E+03    0.884570E+01   -0.214965E+03    0.936053E-01
      8753   -0.223829E+03    0.883098E+01   -0.214998E+03    0.934495E-01
      8754   -0.223847E+03    0.881582E+01   -0.215031E+03    0.932891E-01
      8755   -0.223865E+03    0.880027E+01   -0.215064E+03    0.931246E-01
      8756   -0.223882E+03    0.878440E+01   -0.215098E+03    0.929566E-01
      8757   -0.223900E+03    0.876826E+01   -0.215132E+03    0.927858E-01
      8758   -0.223918E+03    0.875189E+01   -0.215166E+03    0.926126E-01
      8759   -0.223936E+03    0.873537E+01   -0.215201E+03    0.924378E-01
      8760   -0.223955E+03    0.871874E+01   -0.215236E+03    0.922618E-01
      8761   -0.223973E+03    0.870208E+01   -0.215271E+03    0.920855E-01
      8762   -0.223992E+03    0.868542E+01   -0.215307E+03    0.919092E-01
      8763   -0.224011E+03    0.866884E+01   -0.215342E+03    0.917338E-01
      8764   -0.224031E+03    0.865240E+01   -0.215378E+03    0.915598E-01
      8765   -0.224051E+03    0.863615E+01   -0.215415E+03    0.913878E-01
      8766   -0.224072E+03    0.862015E+01   -0.215452E+03    0.912186E-01
      8767   -0.224093E+03    0.860447E+01   -0.215489E+03    0.910526E-01
      8768   -0.224115E+03    0.858915E+01   -0.215526E+03    0.908905E-01
      8769   -0.224138E+03    0.857427E+01   -0.215563E+03    0.907330E-01
      8770   -0.224161E+03    0.855986E+01   -0.215601E+03    0.905806E-01
      8771   -0.224185E+03    0.854600E+01   -0.215639E+03    0.904339E-01
      8772   -0.224211E+03    0.853273E+01   -0.215678E+03    0.902935E-01
      8773   -0.224237E+03    0.852011E+01   -0.215717E+03    0.901599E-01
      8774   -0.224264E+03    0.850819E+01   -0.215756E+03    0.900338E-01
      8775   -0.224292E+03    0.849702E+01   -0.215795E+03    0.899156E-01
      8776   -0.224321E+03    0.848665E+01   -0.215834E+03    0.898058E-01
      8777   -0.224351E+03    0.847712E+01   -0.215874E+03    0.897050E-01
      8778   -0.224383E+03    0.846848E+01   -0.215914E+03    0.896135E-01
      8779   -0.224416E+03    0.846077E+01   -0.215955E+03    0.895320E-01
      8780   -0.224450E+03    0.845403E+01   -0.215996E+03    0.894606E-01
      8781   -0.224485E+03    0.844830E+01   -0.216037E+03    0.894000E-01
      8782   -0.224521E+03    0.844361E+01   -0.216078E+03    0.893503E-01
      8783   -0.224559E+03    0.843999E+01   -0.216119E+03    0.893121E-01
      8784   -0.224599E+03    0.843748E+01   -0.216161E+03    0.892855E-01
      8785   -0.224639E+03    0.843609E+01   -0.216203E+03    0.892708E-01
      8786   -0.224681E+03    0.843586E+01   -0.216246E+03    0.892684E-01
      8787   -0.224725E+03    0.843680E+01   -0.216288E+03    0.892783E-01
      8788   -0.224770E+03    0.843893E+01   -0.216331E+03    0.893008E-01
      8789   -0.224817E+03    0.844226E+01   -0.216374E+03    0.893361E-01
      8790   -0.224865E+03    0.844681E+01   -0.216418E+03    0.893842E-01
      8791   -0.224914E+03    0.845258E+01   -0.216461E+03    0.894452E-01
      8792   -0.224965E+03    0.845957E+01   -0.216505E+03    0.895192E-01
      8793   -0.225017E+03    0.846779E+01   -0.216550E+03    0.896062E-01
      8794   -0.225071E+03    0.847723E+01   -0.216594E+03    0.897061E-01
      8795   -0.225127E+03    0.848789E+01   -0.216639E+03    0.898189E-01
      8796   -0.225184E+03    0.849975E+01   -0.216684E+03    0.899444E-01
      8797   -0.225242E+03    0.851281E+01   -0.216729E+03    0.900826E-01
      8798   -0.225302E+03    0.852705E+01   -0.216775E+03    0.902333E-01
      8799   -0.225363E+03    0.854244E+01   -0.216820E+03    0.903962E-01
      8800   -0.225425E+03    0.855898E+01   -0.216866E+03    0.905712E-01
      8801   -0.225489E+03    0.857662E+01   -0.216913E+03    0.907579E-01
      8802   -0.225554E+03    0.859535E+01   -0.216959E+03    0.909561E-01
      8803   -0.225621E+03    0.861513E+01   -0.217006E+03    0.911654E-01
      8804   -0.225689E+03    0.863592E+01   -0.217053E+03    0.913854E-01
      8805   -0.225758E+03    0.865769E+01   -0.217100E+03    0.916158E-01
      8806   -0.225828E+03    0.868040E+01   -0.217148E+03    0.918561E-01
      8807   -0.225899E+03    0.870400E+01   -0.217195E+03    0.921059E-01
      8808   -0.225972E+03    0.872846E+01   -0.217243E+03    0.923647E-01
      8809   -0.226045E+03    0.875372E+01   -0.217292E+03    0.926320E-01
      8810   -0.226120E+03    0.877973E+01   -0.217340E+03    0.929072E-01
      8811   -0.226195E+03    0.880645E+01   -0.217389E+03    0.931900E-01
      8812   -0.226271E+03    0.883382E+01   -0.217438E+03    0.934795E-01
      8813   -0.226349E+03    0.886178E+01   -0.217487E+03    0.937754E-01
      8814   -0.226426E+03    0.889028E+01   -0.217536E+03    0.940771E-01
      8815   -0.226505E+03    0.891927E+01   -0.217586E+03    0.943838E-01
      8816   -0.226584E+03    0.894867E+01   -0.217636E+03    0.946949E-01
      8817   -0.226664E+03    0.897844E+01   -0.217686E+03    0.950100E-01
      8818   -0.226744E+03    0.900852E+01   -0.217736E+03    0.953283E-01
      8819   -0.226825E+03    0.903884E+01   -0.217786E+03    0.956491E-01
      8820   -0.226907E+03    0.906935E+01   -0.217837E+03    0.959719E-01
      8821   -0.226988E+03    0.909998E+01   -0.217888E+03    0.962961E-01
      8822   -0.227070E+03    0.913067E+01   -0.217939E+03    0.966209E-01
      8823   -0.227152E+03    0.916137E+01   -0.217991E+03    0.969457E-01
      8824   -0.227234E+03    0.919201E+01   -0.218042E+03    0.972699E-01
      8825   -0.227317E+03    0.922253E+01   -0.218094E+03    0.975930E-01
      8826   -0.227399E+03    0.925289E+01   -0.218146E+03    0.979142E-01
      8827   -0.227482E+03    0.928302E+01   -0.218199E+03    0.982330E-01
      8828   -0.227564E+03    0.931286E+01   -0.218251E+03    0.985488E-01
      8829   -0.227646E+03    0.934236E+01   -0.218304E+03    0.988610E-01
      8830   -0.227728E+03    0.937148E+01   -0.218357E+03    0.991691E-01
      8831   -0.227810E+03    0.940016E+01   -0.218410E+03    0.994726E-01
      8832   -0.227891E+03    0.942836E+01   -0.218463E+03    0.997710E-01
      8833   -0.227972E+03    0.945602E+01   -0.218516E+03    0.100064E+00
      8834   -0.228053E+03    0.948311E+01   -0.218570E+03    0.100350E+00
      8835   -0.228134E+03    0.950959E+01   -0.218624E+03    0.100631E+00
      8836   -0.228214E+03    0.953541E+01   -0.218678E+03    0.100904E+00
      8837   -0.228293E+03    0.956054E+01   -0.218733E+03    0.101170E+00
      8838   -0.228372E+03    0.958496E+01   -0.218787E+03    0.101428E+00
      8839   -0.228450E+03    0.960863E+01   -0.218842E+03    0.101679E+00
      8840   -0.228528E+03    0.963152E+01   -0.218897E+03    0.101921E+00
      8841   -0.228605E+03    0.965361E+01   -0.218952E+03    0.102155E+00
      8842   -0.228682E+03    0.967488E+01   -0.219007E+03    0.102380E+00
      8843   -0.228758E+03    0.969532E+01   -0.219062E+03    0.102596E+00
      8844   -0.228833E+03    0.971491E+01   -0.219118E+03    0.102803E+00
      8845   -0.228908E+03    0.973363E+01   -0.219174E+03    0.103001E+00
      8846   -0.228981E+03    0.975149E+01   -0.219230E+03    0.103190E+00
      8847   -0.229055E+03    0.976848E+01   -0.219286E+03    0.103370E+00
      8848   -0.229127E+03    0.978460E+01   -0.219343E+03    0.103541E+00
      8849   -0.229199E+03    0.979984E+01   -0.219399E+03    0.103702E+00
      8850   -0.229270E+03    0.981422E+01   -0.219456E+03    0.103854E+00
      8851   -0.229341E+03    0.982775E+01   -0.219513E+03    0.103997E+00
      8852   -0.229410E+03    0.984042E+01   -0.219570E+03    0.104131E+00
      8853   -0.229479E+03    0.985227E+01   -0.219627E+03    0.104257E+00
      8854   -0.229548E+03    0.986330E+01   -0.219685E+03    0.104374E+00
      8855   -0.229616E+03    0.987353E+01   -0.219742E+03    0.104482E+00
      8856   -0.229683E+03    0.988299E+01   -0.219800E+03    0.104582E+00
      8857   -0.229750E+03    0.989169E+01   -0.219858E+03    0.104674E+00
      8858   -0.229816E+03    0.989967E+01   -0.219916E+03    0.104758E+00
      8859   -0.229881E+03    0.990696E+01   -0.219975E+03    0.104836E+00
      8860   -0.229947E+03    0.991358E+01   -0.220033E+03    0.104906E+00
      8861   -0.230011E+03    0.991956E+01   -0.220092E+03    0.104969E+00
      8862   -0.230075E+03    0.992494E+01   -0.220150E+03    0.105026E+00
      8863   -0.230139E+03    0.992975E+01   -0.220209E+03    0.105077E+00
      8864   -0.230203E+03    0.993404E+01   -0.220269E+03    0.105122E+00
      8865   -0.230266E+03    0.993783E+01   -0.220328E+03    0.105162E+00
      8866   -0.230328E+03    0.994116E+01   -0.220387E+03    0.105197E+00
      8867   -0.230391E+03    0.994408E+01   -0.220447E+03    0.105228E+00
      8868   -0.230453E+03    0.994662E+01   -0.220507E+03    0.105255E+00
      8869   -0.230516E+03    0.994882E+01   -0.220567E+03    0.105279E+00
      8870   -0.230578E+03    0.995073E+01   -0.220627E+03    0.105299E+00
      8871   -0.230639E+03    0.995238E+01   -0.220687E+03    0.105316E+00
      8872   -0.230701E+03    0.995381E+01   -0.220747E+03    0.105331E+00
      8873   -0.230763E+03    0.995506E+01   -0.220808E+03    0.105345E+00
      8874   -0.230825E+03    0.995617E+01   -0.220869E+03    0.105356E+00
      8875   -0.230887E+03    0.995718E+01   -0.220930E+03    0.105367E+00
      8876   -0.230949E+03    0.995813E+01   -0.220991E+03    0.105377E+00
      8877   -0.231011E+03    0.995905E+01   -0.221052E+03    0.105387E+00
      8878   -0.231073E+03    0.995998E+01   -0.221113E+03    0.105397E+00
      8879   -0.231136E+03    0.996096E+01   -0.221175E+03    0.105407E+00
      8880   -0.231199E+03    0.996202E+01   -0.221237E+03    0.105418E+00
      8881   -0.231262E+03    0.996319E+01   -0.221298E+03    0.105431E+00
      8882   -0.231325E+03    0.996450E+01   -0.221361E+03    0.105444E+00
      8883   -0.231389E+03    0.996599E+01   -0.221423E+03    0.105460E+00
      8884   -0.231453E+03    0.996768E+01   -0.221485E+03    0.105478E+00
      8885   -0.231517E+03    0.996960E+01   -0.221548E+03    0.105498E+00
      8886   -0.231582E+03    0.997177E+01   -0.221610E+03    0.105521E+00
      8887   -0.231647E+03    0.997423E+01   -0.221673E+03    0.105547E+00
      8888   -0.231713E+03    0.997698E+01   -0.221736E+03    0.105576E+00
      8889   -0.231779E+03    0.998005E+01   -0.221799E+03    0.105609E+00
      8890   -0.231846E+03    0.998345E+01   -0.221863E+03    0.105645E+00
      8891   -0.231913E+03    0.998722E+01   -0.221926E+03    0.105685E+00
      8892   -0.231981E+03    0.999135E+01   -0.221990E+03    0.105729E+00
      8893   -0.232049E+03    0.999586E+01   -0.222054E+03    0.105776E+00
      8894   -0.232118E+03    0.100008E+02   -0.222118E+03    0.105828E+00
      8895   -0.232188E+03    0.100061E+02   -0.222182E+03    0.105884E+00
