      step       potential         kinetic           total               T
      4176   -0.244917E+03    0.105758E+02   -0.234341E+03    0.111913E+00
      4177   -0.244826E+03    0.105729E+02   -0.234253E+03    0.111883E+00
      4178   -0.244735E+03    0.105705E+02   -0.234164E+03    0.111857E+00
      4179   -0.244645E+03    0.105685E+02   -0.234076E+03    0.111836E+00
      4180   -0.244555E+03    0.105669E+02   -0.233988E+03    0.111819E+00
      4181   -0.244466E+03    0.105658E+02   -0.233900E+03    0.111807E+00
      4182   -0.244377E+03    0.105651E+02   -0.233812E+03    0.111800E+00
      4183   -0.244289E+03    0.105648E+02   -0.233724E+03    0.111797E+00
      4184   -0.244201E+03    0.105649E+02   -0.233636E+03    0.111798E+00
      4185   -0.244114E+03    0.105655E+02   -0.233548E+03    0.111804E+00
      4186   -0.244027E+03    0.105665E+02   -0.233461E+03    0.111814E+00
      4187   -0.243941E+03    0.105678E+02   -0.233373E+03    0.111829E+00
      4188   -0.243856E+03    0.105696E+02   -0.233286E+03    0.111848E+00
      4189   -0.243771E+03    0.105718E+02   -0.233199E+03    0.111871E+00
      4190   -0.243686E+03    0.105743E+02   -0.233112E+03    0.111897E+00
      4191   -0.243602E+03    0.105772E+02   -0.233025E+03    0.111928E+00
      4192   -0.243518E+03    0.105805E+02   -0.232938E+03    0.111963E+00
      4193   -0.243435E+03    0.105841E+02   -0.232851E+03    0.112001E+00
      4194   -0.243352E+03    0.105880E+02   -0.232764E+03    0.112042E+00
      4195   -0.243270E+03    0.105922E+02   -0.232678E+03    0.112087E+00
      4196   -0.243188E+03    0.105967E+02   -0.232591E+03    0.112135E+00
      4197   -0.243106E+03    0.106015E+02   -0.232505E+03    0.112185E+00
      4198   -0.243025E+03    0.106066E+02   -0.232419E+03    0.112239E+00
      4199   -0.242944E+03    0.106118E+02   -0.232332E+03    0.112294E+00
      4200   -0.242864E+03    0.106173E+02   -0.232247E+03    0.112352E+00
      4201   -0.242784E+03    0.106230E+02   -0.232161E+03    0.112412E+00
      4202   -0.242704E+03    0.106288E+02   -0.232075E+03    0.112474E+00
      4203   -0.242624E+03    0.106348E+02   -0.231990E+03    0.112537E+00
      4204   -0.242545E+03    0.106408E+02   -0.231904E+03    0.112602E+00
      4205   -0.242466E+03    0.106470E+02   -0.231819E+03    0.112667E+00
      4206   -0.242387E+03    0.106532E+02   -0.231734E+03    0.112733E+00
      4207   -0.242308E+03    0.106595E+02   -0.231649E+03    0.112799E+00
      4208   -0.242230E+03    0.106658E+02   -0.231564E+03    0.112865E+00
      4209   -0.242152E+03    0.106720E+02   -0.231480E+03    0.112932E+00
      4210   -0.242073E+03    0.106783E+02   -0.231395E+03    0.112997E+00
      4211   -0.241995E+03    0.106844E+02   -0.231311E+03    0.113062E+00
      4212   -0.241917E+03    0.106904E+02   -0.231227E+03    0.113126E+00
      4213   -0.241839E+03    0.106963E+02   -0.231143E+03    0.113189E+00
      4214   -0.241761E+03    0.107021E+02   -0.231059E+03    0.113250E+00
      4215   -0.241683E+03    0.107077E+02   -0.230976E+03    0.113309E+00
      4216   -0.241605E+03    0.107130E+02   -0.230892E+03    0.113365E+00
      4217   -0.241527E+03    0.107182E+02   -0.230809E+03    0.113420E+00
      4218   -0.241449E+03    0.107230E+02   -0.230726E+03    0.113471E+00
      4219   -0.241371E+03    0.107276E+02   -0.230643E+03    0.113520E+00
      4220   -0.241293E+03    0.107319E+02   -0.230561E+03    0.113565E+00
      4221   -0.241214E+03    0.107359E+02   -0.230478E+03    0.113607E+00
      4222   -0.241136E+03    0.107395E+02   -0.230396E+03    0.113645E+00
      4223   -0.241057E+03    0.107427E+02   -0.230314E+03    0.113680E+00
      4224   -0.240978E+03    0.107456E+02   -0.230233E+03    0.113710E+00
      4225   -0.240899E+03    0.107481E+02   -0.230151E+03    0.113736E+00
      4226   -0.240820E+03    0.107501E+02   -0.230070E+03    0.113758E+00
      4227   -0.240741E+03    0.107517E+02   -0.229989E+03    0.113775E+00
      4228   -0.240661E+03    0.107529E+02   -0.229908E+03    0.113787E+00
      4229   -0.240581E+03    0.107536E+02   -0.229827E+03    0.113795E+00
      4230   -0.240501E+03    0.107538E+02   -0.229747E+03    0.113797E+00
      4231   -0.240421E+03    0.107536E+02   -0.229667E+03    0.113795E+00
      4232   -0.240340E+03    0.107529E+02   -0.229587E+03    0.113788E+00
      4233   -0.240260E+03    0.107518E+02   -0.229508E+03    0.113775E+00
      4234   -0.240179E+03    0.107501E+02   -0.229429E+03    0.113758E+00
      4235   -0.240098E+03    0.107480E+02   -0.229350E+03    0.113735E+00
      4236   -0.240016E+03    0.107454E+02   -0.229271E+03    0.113708E+00
      4237   -0.239935E+03    0.107423E+02   -0.229193E+03    0.113675E+00
      4238   -0.239853E+03    0.107387E+02   -0.229114E+03    0.113637E+00
      4239   -0.239771E+03    0.107347E+02   -0.229037E+03    0.113595E+00
      4240   -0.239689E+03    0.107303E+02   -0.228959E+03    0.113548E+00
      4241   -0.239607E+03    0.107254E+02   -0.228882E+03    0.113496E+00
      4242   -0.239525E+03    0.107201E+02   -0.228805E+03    0.113440E+00
      4243   -0.239442E+03    0.107144E+02   -0.228728E+03    0.113379E+00
      4244   -0.239360E+03    0.107082E+02   -0.228652E+03    0.113315E+00
      4245   -0.239277E+03    0.107018E+02   -0.228576E+03    0.113246E+00
      4246   -0.239195E+03    0.106949E+02   -0.228500E+03    0.113174E+00
      4247   -0.239112E+03    0.106878E+02   -0.228424E+03    0.113098E+00
      4248   -0.239030E+03    0.106803E+02   -0.228349E+03    0.113019E+00
      4249   -0.238947E+03    0.106726E+02   -0.228274E+03    0.112937E+00
      4250   -0.238865E+03    0.106646E+02   -0.228200E+03    0.112852E+00
      4251   -0.238782E+03    0.106563E+02   -0.228126E+03    0.112765E+00
      4252   -0.238700E+03    0.106479E+02   -0.228052E+03    0.112676E+00
      4253   -0.238618E+03    0.106393E+02   -0.227979E+03    0.112585E+00
      4254   -0.238536E+03    0.106306E+02   -0.227905E+03    0.112493E+00
      4255   -0.238454E+03    0.106217E+02   -0.227833E+03    0.112399E+00
      4256   -0.238373E+03    0.106128E+02   -0.227760E+03    0.112304E+00
      4257   -0.238292E+03    0.106038E+02   -0.227688E+03    0.112209E+00
      4258   -0.238211E+03    0.105948E+02   -0.227616E+03    0.112114E+00
      4259   -0.238131E+03    0.105858E+02   -0.227545E+03    0.112019E+00
      4260   -0.238051E+03    0.105769E+02   -0.227474E+03    0.111924E+00
      4261   -0.237971E+03    0.105680E+02   -0.227403E+03    0.111831E+00
      4262   -0.237892E+03    0.105593E+02   -0.227333E+03    0.111738E+00
      4263   -0.237814E+03    0.105507E+02   -0.227263E+03    0.111647E+00
      4264   -0.237736E+03    0.105422E+02   -0.227194E+03    0.111558E+00
      4265   -0.237658E+03    0.105340E+02   -0.227124E+03    0.111471E+00
      4266   -0.237582E+03    0.105260E+02   -0.227056E+03    0.111387E+00
      4267   -0.237505E+03    0.105183E+02   -0.226987E+03    0.111305E+00
      4268   -0.237430E+03    0.105109E+02   -0.226919E+03    0.111226E+00
      4269   -0.237355E+03    0.105038E+02   -0.226851E+03    0.111151E+00
      4270   -0.237281E+03    0.104971E+02   -0.226784E+03    0.111080E+00
      4271   -0.237208E+03    0.104907E+02   -0.226717E+03    0.111013E+00
      4272   -0.237135E+03    0.104847E+02   -0.226651E+03    0.110949E+00
      4273   -0.237064E+03    0.104792E+02   -0.226585E+03    0.110891E+00
      4274   -0.236993E+03    0.104741E+02   -0.226519E+03    0.110837E+00
      4275   -0.236923E+03    0.104695E+02   -0.226453E+03    0.110788E+00
      4276   -0.236854E+03    0.104653E+02   -0.226389E+03    0.110744E+00
      4277   -0.236786E+03    0.104617E+02   -0.226324E+03    0.110706E+00
      4278   -0.236718E+03    0.104586E+02   -0.226260E+03    0.110673E+00
      4279   -0.236652E+03    0.104560E+02   -0.226196E+03    0.110645E+00
      4280   -0.236587E+03    0.104540E+02   -0.226133E+03    0.110624E+00
      4281   -0.236522E+03    0.104525E+02   -0.226070E+03    0.110608E+00
      4282   -0.236459E+03    0.104516E+02   -0.226007E+03    0.110599E+00
      4283   -0.236396E+03    0.104512E+02   -0.225945E+03    0.110595E+00
      4284   -0.236335E+03    0.104515E+02   -0.225883E+03    0.110597E+00
      4285   -0.236274E+03    0.104523E+02   -0.225822E+03    0.110606E+00
      4286   -0.236215E+03    0.104537E+02   -0.225761E+03    0.110621E+00
      4287   -0.236156E+03    0.104556E+02   -0.225701E+03    0.110642E+00
      4288   -0.236099E+03    0.104582E+02   -0.225640E+03    0.110669E+00
      4289   -0.236042E+03    0.104613E+02   -0.225581E+03    0.110702E+00
      4290   -0.235987E+03    0.104650E+02   -0.225522E+03    0.110741E+00
      4291   -0.235932E+03    0.104693E+02   -0.225463E+03    0.110786E+00
      4292   -0.235878E+03    0.104741E+02   -0.225404E+03    0.110837E+00
      4293   -0.235826E+03    0.104794E+02   -0.225346E+03    0.110893E+00
      4294   -0.235774E+03    0.104853E+02   -0.225289E+03    0.110955E+00
      4295   -0.235723E+03    0.104916E+02   -0.225231E+03    0.111023E+00
      4296   -0.235673E+03    0.104985E+02   -0.225175E+03    0.111095E+00
      4297   -0.235624E+03    0.105058E+02   -0.225118E+03    0.111173E+00
      4298   -0.235576E+03    0.105136E+02   -0.225062E+03    0.111255E+00
      4299   -0.235529E+03    0.105218E+02   -0.225007E+03    0.111342E+00
      4300   -0.235482E+03    0.105305E+02   -0.224952E+03    0.111434E+00
      4301   -0.235437E+03    0.105395E+02   -0.224897E+03    0.111529E+00
      4302   -0.235392E+03    0.105489E+02   -0.224843E+03    0.111628E+00
      4303   -0.235348E+03    0.105586E+02   -0.224789E+03    0.111731E+00
      4304   -0.235304E+03    0.105686E+02   -0.224736E+03    0.111837E+00
      4305   -0.235262E+03    0.105789E+02   -0.224683E+03    0.111947E+00
      4306   -0.235220E+03    0.105895E+02   -0.224630E+03    0.112058E+00
      4307   -0.235179E+03    0.106003E+02   -0.224578E+03    0.112173E+00
      4308   -0.235138E+03    0.106113E+02   -0.224527E+03    0.112289E+00
      4309   -0.235098E+03    0.106224E+02   -0.224475E+03    0.112407E+00
      4310   -0.235058E+03    0.106337E+02   -0.224424E+03    0.112526E+00
      4311   -0.235019E+03    0.106451E+02   -0.224374E+03    0.112647E+00
      4312   -0.234981E+03    0.106566E+02   -0.224324E+03    0.112768E+00
      4313   -0.234943E+03    0.106680E+02   -0.224275E+03    0.112889E+00
      4314   -0.234905E+03    0.106795E+02   -0.224225E+03    0.113011E+00
      4315   -0.234868E+03    0.106910E+02   -0.224177E+03    0.113133E+00
      4316   -0.234831E+03    0.107024E+02   -0.224128E+03    0.113253E+00
      4317   -0.234794E+03    0.107138E+02   -0.224081E+03    0.113373E+00
      4318   -0.234758E+03    0.107250E+02   -0.224033E+03    0.113492E+00
      4319   -0.234722E+03    0.107360E+02   -0.223986E+03    0.113609E+00
      4320   -0.234686E+03    0.107469E+02   -0.223940E+03    0.113724E+00
      4321   -0.234651E+03    0.107576E+02   -0.223893E+03    0.113837E+00
      4322   -0.234616E+03    0.107680E+02   -0.223848E+03    0.113947E+00
      4323   -0.234580E+03    0.107782E+02   -0.223802E+03    0.114055E+00
      4324   -0.234545E+03    0.107880E+02   -0.223757E+03    0.114159E+00
      4325   -0.234510E+03    0.107975E+02   -0.223713E+03    0.114260E+00
      4326   -0.234476E+03    0.108067E+02   -0.223669E+03    0.114357E+00
      4327   -0.234441E+03    0.108155E+02   -0.223625E+03    0.114450E+00
      4328   -0.234406E+03    0.108239E+02   -0.223582E+03    0.114539E+00
      4329   -0.234371E+03    0.108319E+02   -0.223539E+03    0.114623E+00
      4330   -0.234336E+03    0.108394E+02   -0.223497E+03    0.114702E+00
      4331   -0.234301E+03    0.108464E+02   -0.223455E+03    0.114777E+00
      4332   -0.234266E+03    0.108529E+02   -0.223413E+03    0.114846E+00
      4333   -0.234231E+03    0.108589E+02   -0.223372E+03    0.114909E+00
      4334   -0.234196E+03    0.108644E+02   -0.223331E+03    0.114967E+00
      4335   -0.234160E+03    0.108693E+02   -0.223291E+03    0.115020E+00
      4336   -0.234125E+03    0.108737E+02   -0.223251E+03    0.115066E+00
      4337   -0.234089E+03    0.108775E+02   -0.223211E+03    0.115106E+00
      4338   -0.234053E+03    0.108806E+02   -0.223172E+03    0.115139E+00
      4339   -0.234017E+03    0.108832E+02   -0.223133E+03    0.115166E+00
      4340   -0.233980E+03    0.108851E+02   -0.223095E+03    0.115187E+00
      4341   -0.233944E+03    0.108864E+02   -0.223057E+03    0.115200E+00
      4342   -0.233907E+03    0.108871E+02   -0.223020E+03    0.115207E+00
      4343   -0.233870E+03    0.108870E+02   -0.222983E+03    0.115207E+00
      4344   -0.233832E+03    0.108864E+02   -0.222946E+03    0.115200E+00
      4345   -0.233794E+03    0.108850E+02   -0.222909E+03    0.115185E+00
      4346   -0.233756E+03    0.108830E+02   -0.222873E+03    0.115164E+00
      4347   -0.233718E+03    0.108803E+02   -0.222838E+03    0.115136E+00
      4348   -0.233680E+03    0.108769E+02   -0.222803E+03    0.115100E+00
      4349   -0.233641E+03    0.108729E+02   -0.222768E+03    0.115057E+00
      4350   -0.233602E+03    0.108681E+02   -0.222733E+03    0.115007E+00
      4351   -0.233562E+03    0.108627E+02   -0.222699E+03    0.114949E+00
      4352   -0.233522E+03    0.108566E+02   -0.222666E+03    0.114885E+00
      4353   -0.233482E+03    0.108498E+02   -0.222632E+03    0.114813E+00
      4354   -0.233442E+03    0.108424E+02   -0.222600E+03    0.114734E+00
      4355   -0.233401E+03    0.108343E+02   -0.222567E+03    0.114649E+00
      4356   -0.233360E+03    0.108255E+02   -0.222535E+03    0.114556E+00
      4357   -0.233319E+03    0.108161E+02   -0.222503E+03    0.114456E+00
      4358   -0.233278E+03    0.108061E+02   -0.222472E+03    0.114350E+00
      4359   -0.233236E+03    0.107954E+02   -0.222441E+03    0.114237E+00
      4360   -0.233194E+03    0.107841E+02   -0.222410E+03    0.114117E+00
      4361   -0.233152E+03    0.107722E+02   -0.222379E+03    0.113991E+00
      4362   -0.233109E+03    0.107597E+02   -0.222349E+03    0.113859E+00
      4363   -0.233066E+03    0.107466E+02   -0.222320E+03    0.113721E+00
      4364   -0.233023E+03    0.107329E+02   -0.222290E+03    0.113576E+00
      4365   -0.232980E+03    0.107188E+02   -0.222261E+03    0.113426E+00
      4366   -0.232937E+03    0.107041E+02   -0.222233E+03    0.113270E+00
      4367   -0.232893E+03    0.106888E+02   -0.222205E+03    0.113109E+00
      4368   -0.232850E+03    0.106731E+02   -0.222177E+03    0.112943E+00
      4369   -0.232806E+03    0.106569E+02   -0.222149E+03    0.112772E+00
      4370   -0.232762E+03    0.106403E+02   -0.222122E+03    0.112596E+00
      4371   -0.232718E+03    0.106233E+02   -0.222095E+03    0.112415E+00
      4372   -0.232674E+03    0.106058E+02   -0.222068E+03    0.112231E+00
      4373   -0.232630E+03    0.105880E+02   -0.222042E+03    0.112042E+00
      4374   -0.232586E+03    0.105698E+02   -0.222016E+03    0.111849E+00
      4375   -0.232542E+03    0.105512E+02   -0.221990E+03    0.111653E+00
      4376   -0.232497E+03    0.105324E+02   -0.221965E+03    0.111454E+00
      4377   -0.232453E+03    0.105133E+02   -0.221940E+03    0.111252E+00
      4378   -0.232409E+03    0.104940E+02   -0.221915E+03    0.111047E+00
      4379   -0.232365E+03    0.104744E+02   -0.221891E+03    0.110840E+00
      4380   -0.232321E+03    0.104547E+02   -0.221867E+03    0.110631E+00
      4381   -0.232278E+03    0.104347E+02   -0.221843E+03    0.110421E+00
      4382   -0.232234E+03    0.104147E+02   -0.221820E+03    0.110208E+00
      4383   -0.232191E+03    0.103946E+02   -0.221796E+03    0.109995E+00
      4384   -0.232148E+03    0.103743E+02   -0.221773E+03    0.109781E+00
      4385   -0.232105E+03    0.103541E+02   -0.221751E+03    0.109567E+00
      4386   -0.232062E+03    0.103338E+02   -0.221728E+03    0.109353E+00
      4387   -0.232020E+03    0.103136E+02   -0.221706E+03    0.109139E+00
      4388   -0.231978E+03    0.102935E+02   -0.221685E+03    0.108926E+00
      4389   -0.231937E+03    0.102734E+02   -0.221663E+03    0.108713E+00
      4390   -0.231895E+03    0.102535E+02   -0.221642E+03    0.108502E+00
      4391   -0.231855E+03    0.102337E+02   -0.221621E+03    0.108293E+00
      4392   -0.231815E+03    0.102141E+02   -0.221600E+03    0.108086E+00
      4393   -0.231775E+03    0.101948E+02   -0.221580E+03    0.107881E+00
      4394   -0.231736E+03    0.101757E+02   -0.221560E+03    0.107679E+00
      4395   -0.231697E+03    0.101569E+02   -0.221540E+03    0.107480E+00
      4396   -0.231659E+03    0.101384E+02   -0.221521E+03    0.107285E+00
      4397   -0.231622E+03    0.101203E+02   -0.221501E+03    0.107093E+00
      4398   -0.231585E+03    0.101026E+02   -0.221482E+03    0.106905E+00
      4399   -0.231549E+03    0.100853E+02   -0.221463E+03    0.106722E+00
      4400   -0.231513E+03    0.100684E+02   -0.221445E+03    0.106544E+00
      4401   -0.231479E+03    0.100520E+02   -0.221427E+03    0.106371E+00
      4402   -0.231445E+03    0.100362E+02   -0.221408E+03    0.106203E+00
      4403   -0.231412E+03    0.100209E+02   -0.221391E+03    0.106041E+00
      4404   -0.231379E+03    0.100061E+02   -0.221373E+03    0.105885E+00
      4405   -0.231348E+03    0.999195E+01   -0.221356E+03    0.105735E+00
      4406   -0.231317E+03    0.997840E+01   -0.221339E+03    0.105592E+00
      4407   -0.231287E+03    0.996550E+01   -0.221322E+03    0.105455E+00
      4408   -0.231259E+03    0.995325E+01   -0.221305E+03    0.105325E+00
      4409   -0.231231E+03    0.994169E+01   -0.221289E+03    0.105203E+00
      4410   -0.231204E+03    0.993083E+01   -0.221273E+03    0.105088E+00
      4411   -0.231178E+03    0.992069E+01   -0.221257E+03    0.104981E+00
      4412   -0.231153E+03    0.991128E+01   -0.221241E+03    0.104881E+00
      4413   -0.231128E+03    0.990262E+01   -0.221226E+03    0.104790E+00
      4414   -0.231105E+03    0.989472E+01   -0.221211E+03    0.104706E+00
      4415   -0.231083E+03    0.988760E+01   -0.221196E+03    0.104631E+00
      4416   -0.231062E+03    0.988125E+01   -0.221181E+03    0.104564E+00
      4417   -0.231042E+03    0.987569E+01   -0.221166E+03    0.104505E+00
      4418   -0.231023E+03    0.987092E+01   -0.221152E+03    0.104454E+00
      4419   -0.231005E+03    0.986694E+01   -0.221138E+03    0.104412E+00
      4420   -0.230988E+03    0.986376E+01   -0.221124E+03    0.104378E+00
      4421   -0.230972E+03    0.986136E+01   -0.221111E+03    0.104353E+00
      4422   -0.230957E+03    0.985976E+01   -0.221097E+03    0.104336E+00
      4423   -0.230943E+03    0.985893E+01   -0.221084E+03    0.104327E+00
      4424   -0.230930E+03    0.985888E+01   -0.221071E+03    0.104327E+00
      4425   -0.230918E+03    0.985959E+01   -0.221058E+03    0.104334E+00
      4426   -0.230907E+03    0.986105E+01   -0.221046E+03    0.104350E+00
      4427   -0.230897E+03    0.986325E+01   -0.221034E+03    0.104373E+00
      4428   -0.230888E+03    0.986616E+01   -0.221022E+03    0.104404E+00
      4429   -0.230879E+03    0.986978E+01   -0.221010E+03    0.104442E+00
      4430   -0.230872E+03    0.987408E+01   -0.220998E+03    0.104488E+00
      4431   -0.230866E+03    0.987904E+01   -0.220987E+03    0.104540E+00
      4432   -0.230860E+03    0.988463E+01   -0.220976E+03    0.104599E+00
      4433   -0.230855E+03    0.989083E+01   -0.220965E+03    0.104665E+00
      4434   -0.230852E+03    0.989762E+01   -0.220954E+03    0.104737E+00
      4435   -0.230848E+03    0.990496E+01   -0.220943E+03    0.104814E+00
      4436   -0.230846E+03    0.991283E+01   -0.220933E+03    0.104898E+00
      4437   -0.230844E+03    0.992119E+01   -0.220923E+03    0.104986E+00
      4438   -0.230843E+03    0.993001E+01   -0.220913E+03    0.105079E+00
      4439   -0.230843E+03    0.993925E+01   -0.220904E+03    0.105177E+00
      4440   -0.230843E+03    0.994890E+01   -0.220895E+03    0.105279E+00
      4441   -0.230844E+03    0.995889E+01   -0.220885E+03    0.105385E+00
      4442   -0.230846E+03    0.996922E+01   -0.220877E+03    0.105494E+00
      4443   -0.230848E+03    0.997982E+01   -0.220868E+03    0.105607E+00
      4444   -0.230850E+03    0.999068E+01   -0.220860E+03    0.105721E+00
      4445   -0.230853E+03    0.100017E+02   -0.220851E+03    0.105839E+00
      4446   -0.230857E+03    0.100130E+02   -0.220844E+03    0.105957E+00
      4447   -0.230860E+03    0.100244E+02   -0.220836E+03    0.106078E+00
      4448   -0.230864E+03    0.100358E+02   -0.220828E+03    0.106199E+00
      4449   -0.230869E+03    0.100474E+02   -0.220821E+03    0.106321E+00
      4450   -0.230873E+03    0.100589E+02   -0.220814E+03    0.106444E+00
      4451   -0.230878E+03    0.100705E+02   -0.220808E+03    0.106566E+00
      4452   -0.230883E+03    0.100820E+02   -0.220801E+03    0.106687E+00
      4453   -0.230889E+03    0.100934E+02   -0.220795E+03    0.106808E+00
      4454   -0.230894E+03    0.101046E+02   -0.220789E+03    0.106927E+00
      4455   -0.230899E+03    0.101158E+02   -0.220784E+03    0.107045E+00
      4456   -0.230905E+03    0.101267E+02   -0.220778E+03    0.107161E+00
      4457   -0.230911E+03    0.101374E+02   -0.220773E+03    0.107274E+00
      4458   -0.230916E+03    0.101479E+02   -0.220768E+03    0.107385E+00
      4459   -0.230922E+03    0.101581E+02   -0.220764E+03    0.107493E+00
      4460   -0.230927E+03    0.101679E+02   -0.220759E+03    0.107597E+00
      4461   -0.230933E+03    0.101775E+02   -0.220755E+03    0.107698E+00
      4462   -0.230938E+03    0.101866E+02   -0.220752E+03    0.107795E+00
      4463   -0.230943E+03    0.101954E+02   -0.220748E+03    0.107888E+00
      4464   -0.230949E+03    0.102038E+02   -0.220745E+03    0.107976E+00
      4465   -0.230954E+03    0.102117E+02   -0.220742E+03    0.108060E+00
      4466   -0.230958E+03    0.102192E+02   -0.220739E+03    0.108139E+00
      4467   -0.230963E+03    0.102262E+02   -0.220737E+03    0.108214E+00
      4468   -0.230967E+03    0.102327E+02   -0.220735E+03    0.108282E+00
      4469   -0.230972E+03    0.102387E+02   -0.220733E+03    0.108346E+00
      4470   -0.230976E+03    0.102442E+02   -0.220731E+03    0.108404E+00
      4471   -0.230979E+03    0.102491E+02   -0.220730E+03    0.108457E+00
      4472   -0.230983E+03    0.102536E+02   -0.220729E+03    0.108503E+00
      4473   -0.230986E+03    0.102574E+02   -0.220729E+03    0.108544E+00
      4474   -0.230989E+03    0.102608E+02   -0.220728E+03    0.108579E+00
      4475   -0.230992E+03    0.102635E+02   -0.220729E+03    0.108609E+00
      4476   -0.230995E+03    0.102657E+02   -0.220729E+03    0.108632E+00
      4477   -0.230997E+03    0.102673E+02   -0.220729E+03    0.108649E+00
      4478   -0.230999E+03    0.102684E+02   -0.220730E+03    0.108660E+00
      4479   -0.231001E+03    0.102689E+02   -0.220732E+03    0.108666E+00
      4480   -0.231002E+03    0.102689E+02   -0.220733E+03    0.108665E+00
      4481   -0.231003E+03    0.102682E+02   -0.220735E+03    0.108659E+00
      4482   -0.231004E+03    0.102671E+02   -0.220737E+03    0.108646E+00
      4483   -0.231005E+03    0.102654E+02   -0.220740E+03    0.108628E+00
      4484   -0.231006E+03    0.102631E+02   -0.220743E+03    0.108605E+00
      4485   -0.231006E+03    0.102604E+02   -0.220746E+03    0.108576E+00
      4486   -0.231007E+03    0.102571E+02   -0.220749E+03    0.108541E+00
      4487   -0.231007E+03    0.102533E+02   -0.220753E+03    0.108501E+00
      4488   -0.231007E+03    0.102491E+02   -0.220757E+03    0.108456E+00
      4489   -0.231006E+03    0.102444E+02   -0.220762E+03    0.108406E+00
      4490   -0.231006E+03    0.102392E+02   -0.220767E+03    0.108351E+00
      4491   -0.231006E+03    0.102335E+02   -0.220772E+03    0.108291E+00
      4492   -0.231005E+03    0.102275E+02   -0.220778E+03    0.108227E+00
      4493   -0.231005E+03    0.102210E+02   -0.220784E+03    0.108159E+00
      4494   -0.231004E+03    0.102142E+02   -0.220790E+03    0.108086E+00
      4495   -0.231003E+03    0.102069E+02   -0.220796E+03    0.108010E+00
      4496   -0.231003E+03    0.101994E+02   -0.220803E+03    0.107930E+00
      4497   -0.231002E+03    0.101915E+02   -0.220811E+03    0.107846E+00
      4498   -0.231002E+03    0.101832E+02   -0.220818E+03    0.107759E+00
      4499   -0.231001E+03    0.101747E+02   -0.220826E+03    0.107669E+00
      4500   -0.231001E+03    0.101659E+02   -0.220835E+03    0.107576E+00
      4501   -0.231000E+03    0.101569E+02   -0.220843E+03    0.107481E+00
      4502   -0.231000E+03    0.101477E+02   -0.220852E+03    0.107383E+00
      4503   -0.231000E+03    0.101382E+02   -0.220862E+03    0.107282E+00
      4504   -0.231000E+03    0.101285E+02   -0.220872E+03    0.107180E+00
      4505   -0.231001E+03    0.101187E+02   -0.220882E+03    0.107076E+00
      4506   -0.231001E+03    0.101087E+02   -0.220893E+03    0.106971E+00
      4507   -0.231002E+03    0.100986E+02   -0.220903E+03    0.106864E+00
      4508   -0.231003E+03    0.100884E+02   -0.220915E+03    0.106756E+00
      4509   -0.231005E+03    0.100781E+02   -0.220926E+03    0.106647E+00
      4510   -0.231006E+03    0.100678E+02   -0.220938E+03    0.106537E+00
      4511   -0.231008E+03    0.100573E+02   -0.220951E+03    0.106427E+00
      4512   -0.231011E+03    0.100469E+02   -0.220964E+03    0.106317E+00
      4513   -0.231013E+03    0.100365E+02   -0.220977E+03    0.106206E+00
      4514   -0.231016E+03    0.100260E+02   -0.220990E+03    0.106095E+00
      4515   -0.231020E+03    0.100156E+02   -0.221004E+03    0.105985E+00
      4516   -0.231024E+03    0.100052E+02   -0.221019E+03    0.105875E+00
      4517   -0.231028E+03    0.999490E+01   -0.221033E+03    0.105766E+00
      4518   -0.231033E+03    0.998466E+01   -0.221048E+03    0.105658E+00
      4519   -0.231038E+03    0.997450E+01   -0.221064E+03    0.105550E+00
      4520   -0.231044E+03    0.996446E+01   -0.221080E+03    0.105444E+00
      4521   -0.231051E+03    0.995453E+01   -0.221096E+03    0.105339E+00
      4522   -0.231057E+03    0.994474E+01   -0.221113E+03    0.105235E+00
      4523   -0.231065E+03    0.993510E+01   -0.221130E+03    0.105133E+00
      4524   -0.231073E+03    0.992562E+01   -0.221147E+03    0.105033E+00
      4525   -0.231081E+03    0.991631E+01   -0.221165E+03    0.104935E+00
      4526   -0.231090E+03    0.990720E+01   -0.221183E+03    0.104838E+00
      4527   -0.231100E+03    0.989828E+01   -0.221202E+03    0.104744E+00
      4528   -0.231110E+03    0.988958E+01   -0.221221E+03    0.104652E+00
      4529   -0.231121E+03    0.988111E+01   -0.221240E+03    0.104562E+00
      4530   -0.231133E+03    0.987287E+01   -0.221260E+03    0.104475E+00
      4531   -0.231145E+03    0.986488E+01   -0.221280E+03    0.104390E+00
      4532   -0.231158E+03    0.985715E+01   -0.221300E+03    0.104308E+00
      4533   -0.231171E+03    0.984969E+01   -0.221321E+03    0.104230E+00
      4534   -0.231185E+03    0.984252E+01   -0.221343E+03    0.104154E+00
      4535   -0.231200E+03    0.983563E+01   -0.221364E+03    0.104081E+00
      4536   -0.231216E+03    0.982905E+01   -0.221386E+03    0.104011E+00
      4537   -0.231232E+03    0.982278E+01   -0.221409E+03    0.103945E+00
      4538   -0.231249E+03    0.981684E+01   -0.221432E+03    0.103882E+00
      4539   -0.231266E+03    0.981123E+01   -0.221455E+03    0.103822E+00
      4540   -0.231285E+03    0.980596E+01   -0.221479E+03    0.103767E+00
      4541   -0.231304E+03    0.980105E+01   -0.221503E+03    0.103715E+00
      4542   -0.231324E+03    0.979650E+01   -0.221527E+03    0.103667E+00
      4543   -0.231345E+03    0.979234E+01   -0.221552E+03    0.103623E+00
